nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800543,medio,medio,medio_alto,alto,medio_bajo,medio_bajo,medio_alto,medio,medio,alto,70,30,58,30,33,16,38,28,85,85,78,85,Yes
800544,medio,medio,alto,medio,medio_alto,bajo,alto,alto,medio_alto,bajo,68,70,30,60,32,67,47,62,50,71,46,15,No
800545,medio_alto,alto,medio_alto,medio_bajo,alto,medio_bajo,alto,alto,bajo,medio_bajo,30,70,43,30,85,36,15,45,85,46,59,52,No
800546,medio,medio_alto,medio_bajo,medio_bajo,medio,medio_bajo,medio_alto,alto,medio,medio_bajo,70,42,30,30,15,17,77,15,60,46,33,29,No
800547,alto,alto,alto,bajo,medio_alto,medio_alto,alto,medio,alto,alto,70,30,70,65,15,74,16,25,72,73,30,55,Yes
800548,alto,bajo,medio,medio_alto,medio_bajo,alto,alto,medio_alto,bajo,medio_alto,70,41,70,68,67,31,21,30,85,61,67,21,Yes
800549,bajo,medio_alto,bajo,alto,medio,medio_alto,medio_bajo,medio,medio_alto,medio,70,61,30,70,15,85,62,78,76,84,45,85,No
800550,bajo,medio_bajo,alto,medio,medio_alto,medio_alto,medio_alto,medio_alto,alto,medio,55,70,64,41,60,28,85,59,85,42,5,82,No
800551,medio,medio_alto,medio_bajo,medio_alto,bajo,medio_bajo,alto,medio,alto,bajo,70,30,40,30,85,55,62,82,85,55,32,76,No
800552,medio,medio_alto,alto,bajo,bajo,medio_bajo,bajo,alto,bajo,alto,30,30,30,30,85,73,26,46,80,44,21,85,Yes
800553,medio,medio,medio_bajo,alto,medio,bajo,medio,medio_bajo,medio,bajo,70,70,43,62,19,45,35,85,85,15,98,15,No
800554,alto,medio_alto,bajo,bajo,medio_bajo,medio,medio_bajo,bajo,alto,medio_bajo,70,70,30,70,78,85,39,49,69,84,27,59,No
800555,alto,medio_bajo,bajo,bajo,medio,alto,medio_alto,bajo,bajo,medio,55,43,30,70,59,18,15,30,25,16,78,50,Yes
800556,medio,bajo,medio,medio_bajo,medio_alto,medio_bajo,medio_bajo,bajo,medio_bajo,bajo,30,70,30,40,84,45,85,39,15,50,30,15,No
800557,alto,medio_alto,bajo,medio_alto,medio_bajo,medio_alto,medio_alto,bajo,medio_bajo,alto,59,70,67,36,22,15,78,85,15,61,73,85,Yes
800558,medio_alto,bajo,bajo,alto,bajo,bajo,medio,alto,medio_alto,alto,70,49,69,70,85,55,47,34,44,15,15,54,No
800559,medio,medio_alto,medio,medio_bajo,medio,medio_bajo,medio_alto,alto,medio_alto,medio,30,70,30,53,59,61,67,73,15,85,76,78,Yes
800560,medio_bajo,medio_alto,medio_bajo,medio,alto,medio_bajo,medio_alto,bajo,medio,medio,45,46,70,61,45,25,38,71,60,85,74,29,Yes
800561,medio_alto,medio_alto,medio_alto,bajo,alto,bajo,medio,medio_alto,medio,bajo,32,30,70,30,83,46,79,34,17,32,70,85,Yes
800562,medio_alto,alto,medio_alto,medio,medio_alto,medio_bajo,alto,alto,bajo,alto,70,66,59,30,51,61,42,79,15,15,36,25,Yes
800563,medio,bajo,alto,medio,bajo,alto,medio_alto,medio_alto,bajo,bajo,70,30,52,30,85,85,15,60,70,85,49,40,No
800564,medio_bajo,alto,medio,bajo,bajo,alto,medio,alto,medio_bajo,bajo,31,70,30,70,15,85,85,42,26,85,37,60,No
800565,medio_alto,medio_alto,medio_alto,medio_bajo,alto,bajo,medio_alto,alto,medio_bajo,medio_alto,30,60,30,30,57,23,39,48,66,45,3,81,No
800566,medio,medio_alto,medio_alto,bajo,medio_alto,medio_alto,medio_alto,alto,medio_bajo,medio,62,30,30,70,75,19,33,52,85,85,91,38,Yes
800567,alto,alto,medio_bajo,alto,bajo,medio_alto,medio_bajo,medio,medio,bajo,30,66,39,30,32,85,16,32,29,85,97,53,Yes
800568,medio,alto,bajo,medio,medio,medio_alto,bajo,medio,medio_bajo,medio,30,70,65,70,82,49,38,77,44,15,29,64,No
800569,medio,medio_bajo,medio,alto,medio_bajo,bajo,alto,medio_alto,medio_bajo,medio,30,30,30,40,85,66,31,38,40,85,69,48,Yes
800570,medio_alto,medio_bajo,medio,medio,medio_bajo,bajo,alto,medio,alto,alto,63,70,30,50,15,54,15,49,85,85,83,31,Yes
800571,medio_bajo,alto,bajo,medio,medio,medio_alto,alto,alto,alto,medio_bajo,64,32,70,30,53,55,15,48,80,85,30,18,No
800572,medio,bajo,medio,bajo,medio_bajo,medio_alto,bajo,medio_bajo,medio,alto,51,30,30,70,85,84,47,17,82,30,65,73,No
800573,medio_alto,bajo,medio_bajo,alto,medio_bajo,alto,bajo,medio_bajo,medio,medio_alto,70,58,30,69,83,85,15,69,15,45,10,66,No
800574,alto,medio_alto,alto,medio_alto,alto,medio_alto,medio_bajo,bajo,bajo,alto,70,30,32,30,61,85,78,15,74,39,87,44,No
800575,medio_bajo,alto,alto,medio_bajo,bajo,alto,medio_bajo,bajo,medio,bajo,70,70,30,30,60,60,79,29,15,61,70,16,No
800576,bajo,alto,medio_bajo,alto,medio_bajo,bajo,medio,bajo,medio_alto,bajo,70,70,70,30,28,85,79,85,85,20,64,62,Yes
800577,medio_bajo,medio_alto,medio_alto,medio,alto,bajo,alto,alto,alto,medio_alto,30,70,40,70,15,72,67,15,74,38,8,17,No
800578,medio,alto,bajo,alto,medio,medio,medio,medio_alto,medio,medio_bajo,47,54,38,30,74,85,71,15,15,60,20,55,Yes
800579,medio,medio,alto,medio,medio_bajo,medio,medio_alto,bajo,medio_bajo,alto,30,70,70,30,67,15,48,15,35,57,31,23,No
800580,medio,alto,medio,bajo,alto,medio_bajo,medio,medio,medio_bajo,medio_alto,31,30,30,70,76,68,38,15,85,67,83,74,Yes
800581,medio_alto,medio,medio_bajo,medio_bajo,alto,bajo,medio_bajo,medio,alto,medio,30,30,30,70,30,57,19,79,69,38,24,15,Yes
800582,bajo,medio_alto,medio_bajo,alto,medio_alto,alto,alto,medio,bajo,bajo,67,67,39,30,85,77,85,51,28,54,9,27,Yes
800583,medio_bajo,bajo,medio,alto,medio,alto,medio_bajo,alto,medio_alto,medio,30,30,31,30,33,85,29,60,15,27,89,85,Yes
800584,medio_alto,medio_bajo,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,medio,30,30,66,30,74,85,31,31,30,53,12,28,Yes
800585,alto,bajo,medio,medio,bajo,medio_bajo,alto,medio_bajo,medio,medio_bajo,69,30,41,30,15,69,58,85,15,49,71,84,Yes
800586,medio,medio_bajo,bajo,alto,medio_alto,bajo,bajo,medio_alto,medio_alto,medio,56,30,70,41,79,58,15,85,28,85,40,85,Yes
800587,bajo,medio_bajo,alto,medio_bajo,bajo,medio_bajo,medio,bajo,alto,medio,70,70,48,70,85,85,45,62,42,41,3,37,Yes
800588,medio,medio_alto,bajo,medio_bajo,medio_bajo,medio_alto,medio,medio_bajo,medio_alto,bajo,30,30,70,62,71,52,66,79,41,20,29,15,No
800589,medio_bajo,medio_alto,bajo,medio_bajo,medio_alto,medio_bajo,bajo,medio_alto,medio_alto,medio_bajo,62,30,70,30,85,63,85,47,85,15,67,44,No
800590,alto,medio,alto,medio,medio_alto,medio_alto,bajo,medio_bajo,medio_bajo,medio_alto,44,70,30,30,43,16,85,85,39,15,2,77,No
800591,bajo,alto,medio_alto,medio_alto,bajo,medio_alto,alto,medio,medio_alto,medio_bajo,30,56,41,70,85,62,75,66,81,70,82,15,No
800592,medio_bajo,alto,bajo,medio,medio_alto,medio_bajo,bajo,bajo,bajo,bajo,30,70,30,49,52,85,20,85,32,36,39,85,No
800593,medio_alto,medio,medio,medio,bajo,medio_alto,medio,alto,alto,alto,44,32,70,70,47,15,85,15,15,15,95,41,Yes
800594,medio_alto,alto,bajo,medio,bajo,medio,medio_alto,alto,bajo,medio,70,70,36,51,15,56,17,15,26,36,38,85,Yes
800595,medio_alto,alto,alto,medio_bajo,medio,medio_alto,alto,bajo,medio_bajo,medio,65,30,64,42,42,65,21,85,22,47,93,60,Yes
800596,medio_bajo,bajo,medio,medio_alto,medio_alto,alto,medio_alto,medio_bajo,bajo,bajo,60,70,30,70,85,15,37,34,60,72,77,15,No
800597,medio,medio_alto,alto,bajo,alto,medio,alto,medio_alto,medio_alto,alto,40,38,55,70,45,24,15,64,85,48,74,70,No
800598,alto,bajo,medio_bajo,bajo,medio,bajo,medio_alto,medio_bajo,bajo,bajo,30,59,70,70,45,35,85,34,15,85,19,35,Yes
800599,medio,alto,alto,medio_bajo,medio_bajo,medio_alto,medio_alto,medio,medio,alto,70,36,70,30,69,29,85,81,15,34,66,63,No
800600,alto,medio_bajo,bajo,medio_alto,medio_alto,bajo,medio,medio,alto,alto,70,30,67,30,53,46,47,38,85,79,57,35,Yes
800601,alto,medio_alto,bajo,medio_alto,medio_alto,medio_bajo,medio,alto,medio,medio,49,30,70,30,29,58,72,24,66,61,4,74,No
800602,medio,medio_alto,medio_bajo,alto,medio_bajo,bajo,bajo,medio_bajo,medio_alto,medio_alto,30,70,30,30,15,85,85,15,15,15,39,15,Yes
800603,medio,medio_alto,bajo,alto,alto,medio,medio_bajo,medio,bajo,alto,57,62,70,70,60,67,79,77,85,21,6,44,No
800604,bajo,medio,medio,bajo,medio_bajo,medio,medio,alto,bajo,medio_bajo,70,33,70,70,69,85,25,77,15,15,64,59,Yes
800605,medio,bajo,medio,medio_bajo,alto,medio,medio_bajo,bajo,medio,alto,30,70,34,30,21,85,24,38,35,46,39,85,Yes
800606,medio,medio_alto,medio,medio_bajo,bajo,alto,medio_alto,medio_bajo,medio_bajo,alto,30,41,30,67,85,61,33,65,57,17,41,26,No
800607,medio,alto,medio,medio_bajo,medio,alto,bajo,medio_bajo,alto,medio_bajo,30,70,30,30,38,41,71,44,20,15,17,27,Yes
800608,medio,medio_bajo,medio,bajo,bajo,medio,bajo,medio_bajo,medio_bajo,medio_bajo,70,30,32,52,85,48,85,67,15,23,78,85,Yes
800609,medio_bajo,medio_bajo,bajo,alto,alto,medio_bajo,medio_alto,alto,medio,medio,30,30,70,30,25,22,68,34,29,65,7,23,No
800610,bajo,bajo,medio_bajo,medio_bajo,medio_alto,medio_alto,alto,medio_alto,medio,medio_bajo,70,48,30,70,78,85,15,46,68,23,41,73,Yes
800611,bajo,bajo,medio_alto,alto,medio_bajo,medio_bajo,alto,medio_alto,medio_bajo,medio,30,44,70,67,85,43,44,15,23,35,83,15,No
800612,medio_bajo,medio_bajo,medio_bajo,medio_bajo,alto,alto,bajo,alto,alto,bajo,50,70,67,58,15,15,61,85,15,85,49,15,No
800613,alto,medio_alto,medio_alto,medio_alto,medio,medio,medio_alto,medio_alto,medio_bajo,medio_alto,30,70,63,63,47,38,19,85,34,85,21,52,No
800614,medio_bajo,bajo,alto,alto,medio_alto,medio,alto,medio_alto,alto,medio_bajo,70,59,66,66,85,85,21,15,62,58,91,52,No
800615,alto,bajo,alto,medio_alto,medio,medio_alto,medio,medio,bajo,alto,70,30,49,49,85,53,30,76,44,85,72,85,No
800616,bajo,medio_bajo,medio_alto,medio_bajo,bajo,medio,medio,medio_bajo,bajo,alto,30,70,46,70,40,85,19,32,53,85,65,38,Yes
800617,medio,medio_alto,medio_alto,bajo,bajo,alto,medio,alto,medio,medio,70,48,70,70,81,15,47,54,40,62,43,78,No
800618,medio,alto,medio_alto,bajo,medio_bajo,medio,medio,medio_alto,bajo,medio_alto,70,70,70,39,70,27,39,85,18,22,36,45,Yes
800619,alto,alto,medio_alto,alto,alto,bajo,medio,medio,medio,medio_bajo,70,49,44,70,48,45,20,39,42,37,34,15,No
800620,alto,medio_alto,bajo,alto,medio_bajo,medio_bajo,medio_alto,medio,bajo,medio_bajo,30,30,55,37,68,45,73,78,58,69,44,26,No
800621,medio,medio,alto,bajo,medio_alto,medio_alto,medio,bajo,bajo,alto,70,66,30,70,22,39,85,23,31,25,16,59,Yes
800622,medio,medio,medio_bajo,alto,bajo,medio,medio,bajo,medio_alto,alto,70,70,70,30,49,15,73,15,45,15,9,85,Yes
800623,bajo,medio,medio_alto,medio,medio,alto,medio_bajo,medio,alto,alto,30,70,70,70,15,65,52,15,64,85,83,35,Yes
800624,medio_bajo,medio,medio_alto,medio_bajo,bajo,medio_alto,bajo,bajo,medio,medio_alto,59,30,30,70,57,48,39,16,15,15,64,28,No
800625,medio_bajo,medio,bajo,alto,medio_alto,medio_alto,bajo,bajo,bajo,medio_alto,70,70,54,70,85,67,28,62,67,72,52,85,No
800626,medio,bajo,medio_bajo,bajo,medio_alto,bajo,bajo,medio_bajo,medio,medio,59,53,70,30,15,85,27,61,16,15,24,39,No
800627,medio_bajo,bajo,medio,medio,medio,medio_alto,medio_alto,medio_bajo,bajo,medio_bajo,30,70,30,70,85,15,38,64,55,50,2,53,Yes
800628,alto,medio_alto,medio,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_bajo,alto,medio_bajo,70,39,70,53,15,32,24,31,85,85,36,61,Yes
800629,medio,medio_alto,alto,bajo,medio_alto,medio_alto,medio,bajo,bajo,bajo,30,40,70,61,28,15,41,18,85,85,7,82,No
800630,medio,medio,bajo,medio,medio_bajo,bajo,medio_alto,alto,medio_bajo,medio_alto,64,70,70,70,46,85,15,85,82,29,29,85,No
800631,medio,bajo,bajo,medio_bajo,alto,medio,alto,medio_alto,bajo,alto,30,70,38,47,45,15,15,42,15,85,31,65,Yes
800632,alto,alto,medio,alto,medio_alto,medio_bajo,medio,alto,medio_bajo,bajo,70,30,30,30,45,15,39,79,51,27,32,30,Yes
800633,medio,alto,medio,medio_alto,bajo,medio_bajo,alto,medio_bajo,medio_bajo,medio_alto,30,50,70,53,25,46,15,63,79,23,43,77,No
800634,alto,medio,bajo,alto,medio_bajo,bajo,medio,medio,alto,alto,68,30,40,70,20,15,16,67,37,17,86,85,Yes
800635,medio,bajo,medio,medio,alto,medio_alto,medio_alto,medio_bajo,bajo,medio_bajo,30,70,38,30,48,53,40,64,82,15,21,48,No
800636,medio_alto,alto,medio,medio_alto,medio_bajo,medio,medio,alto,medio_alto,bajo,30,55,58,50,80,15,85,33,15,15,32,78,Yes
800637,medio_alto,medio,medio_bajo,alto,bajo,medio,medio_alto,bajo,medio_bajo,medio,61,70,58,30,45,15,57,71,73,15,57,40,No
800638,medio,medio_bajo,medio_bajo,medio,medio_bajo,bajo,medio_bajo,medio,medio,medio_bajo,62,30,70,40,33,85,15,85,59,59,13,54,Yes
800639,medio_bajo,medio_alto,medio_bajo,medio,medio_alto,medio_bajo,bajo,medio,medio_alto,medio,30,70,30,69,60,21,15,22,21,75,81,36,Yes
800640,medio,alto,medio,medio_bajo,medio_alto,medio_bajo,bajo,bajo,alto,medio_bajo,70,54,70,30,83,52,68,81,20,54,89,22,Yes
800641,medio,medio,alto,alto,medio_bajo,medio,alto,bajo,medio_bajo,medio,70,70,70,70,25,50,64,54,33,79,17,17,Yes
800642,medio,medio_bajo,medio_alto,bajo,alto,bajo,bajo,alto,bajo,medio,70,30,34,30,15,15,60,74,85,21,57,34,Yes
800643,medio_bajo,alto,medio_bajo,medio_alto,alto,bajo,alto,bajo,medio,medio,70,30,40,57,85,61,29,33,43,57,76,85,Yes
800644,medio_bajo,medio,medio_alto,medio_alto,medio_bajo,alto,bajo,medio_bajo,medio,medio_bajo,63,55,39,52,49,43,85,66,16,67,27,34,Yes
800645,alto,medio,medio_bajo,bajo,medio_alto,alto,medio_bajo,medio_bajo,bajo,medio_bajo,30,63,58,70,15,15,19,15,47,35,13,18,Yes
800646,medio,alto,medio_alto,bajo,medio,medio_alto,medio_bajo,alto,medio_alto,medio_bajo,70,70,65,70,33,63,70,22,85,46,73,65,No
800647,alto,bajo,medio,medio_alto,alto,medio_bajo,medio_alto,bajo,medio,alto,56,30,31,70,77,20,66,73,31,18,70,68,Yes
800648,medio_bajo,medio,medio_bajo,medio_alto,medio_alto,alto,medio_alto,medio_alto,medio_bajo,alto,30,70,60,30,85,40,50,15,28,85,26,54,Yes
800649,medio_alto,bajo,bajo,medio,medio,medio_bajo,medio,bajo,bajo,medio_alto,30,30,30,58,52,41,50,32,55,85,12,63,No
800650,medio,alto,alto,medio_bajo,medio_bajo,medio,medio,alto,medio_bajo,bajo,70,54,55,70,48,50,85,51,46,78,55,54,No
800651,alto,medio_alto,medio_alto,alto,medio,medio_alto,bajo,alto,medio_bajo,medio,69,70,30,70,15,15,70,85,15,20,25,84,Yes
800652,medio,bajo,alto,medio_bajo,bajo,medio_alto,medio,medio,bajo,medio,30,30,70,70,15,33,50,68,50,76,43,33,Yes
800653,medio,alto,medio_bajo,bajo,medio,medio_bajo,medio,medio_bajo,bajo,medio_bajo,30,30,30,30,28,25,44,21,17,16,15,58,No
800654,medio,alto,medio_alto,medio,bajo,medio,medio_alto,medio,alto,alto,70,64,70,30,78,44,38,15,27,17,68,19,No
800655,medio,bajo,medio,bajo,alto,medio,medio_bajo,bajo,medio_bajo,alto,30,70,41,54,85,68,80,48,35,15,49,85,Yes
800656,medio,bajo,medio_alto,medio_bajo,medio_bajo,bajo,medio,alto,bajo,bajo,59,30,70,70,44,52,31,29,32,44,5,15,No
800657,medio,alto,alto,medio,bajo,bajo,alto,alto,medio_alto,medio_bajo,30,30,62,30,71,16,85,15,21,40,88,76,Yes
800658,medio,bajo,medio_alto,bajo,alto,bajo,alto,bajo,alto,medio,30,30,70,30,85,61,78,17,85,15,54,85,Yes
800659,medio_alto,medio_alto,bajo,medio,medio_bajo,alto,medio_bajo,bajo,medio,medio,70,70,67,30,15,16,25,18,85,68,84,44,No
800660,bajo,medio_bajo,bajo,bajo,medio_bajo,medio_alto,alto,medio_bajo,medio_alto,medio,39,53,57,32,85,50,30,20,23,85,88,85,No
800661,medio,alto,alto,medio_alto,medio_bajo,medio_alto,alto,medio_bajo,medio_bajo,medio_alto,30,30,70,70,85,61,82,61,15,79,44,34,Yes
800662,medio_alto,alto,medio_alto,medio_alto,medio_bajo,medio,medio_bajo,medio,medio_alto,medio_alto,57,70,30,70,84,85,78,73,29,85,52,16,Yes
800663,medio,alto,medio,medio_alto,alto,bajo,medio_alto,medio_alto,medio_bajo,bajo,70,30,70,54,85,76,33,33,42,15,41,18,No
800664,alto,medio_alto,alto,medio,alto,medio_bajo,medio,medio,alto,medio_alto,59,70,46,54,85,85,15,36,43,17,39,83,Yes
800665,medio,bajo,bajo,medio,medio,medio_bajo,bajo,alto,bajo,bajo,30,57,30,70,85,39,15,61,53,72,7,37,Yes
800666,medio,medio_bajo,alto,bajo,alto,alto,medio_bajo,bajo,medio,medio_alto,68,70,70,70,85,50,54,15,44,85,52,51,Yes
800667,bajo,medio_alto,medio,bajo,medio_bajo,medio_bajo,bajo,medio_bajo,bajo,medio_alto,51,70,30,70,62,85,54,85,45,74,12,37,Yes
800668,bajo,medio_bajo,medio,medio_bajo,medio,alto,medio_bajo,medio_bajo,medio_alto,alto,30,70,52,58,50,39,85,85,72,66,89,77,Yes
800669,alto,medio_bajo,bajo,medio_bajo,medio,alto,medio_alto,medio_alto,medio_bajo,medio_bajo,70,30,30,45,34,34,15,47,15,81,84,20,Yes
800670,medio_bajo,medio_bajo,medio_alto,alto,medio,medio_alto,medio_bajo,alto,alto,bajo,52,31,70,48,82,51,84,16,25,15,3,15,No
800671,medio_bajo,alto,bajo,medio_bajo,medio_bajo,medio_alto,medio,bajo,medio,bajo,30,70,30,63,51,85,20,85,44,47,8,70,No
800672,medio,bajo,alto,bajo,medio_bajo,medio,medio,bajo,medio,alto,30,36,58,70,45,30,15,51,85,85,85,84,Yes
800673,medio_bajo,medio,medio_bajo,alto,medio_alto,medio_bajo,medio_bajo,medio_alto,medio,medio_bajo,70,37,70,48,39,15,40,85,15,85,81,85,Yes
800674,medio,medio,medio_alto,medio_alto,bajo,medio_alto,alto,bajo,alto,medio_alto,30,70,70,70,83,33,15,20,85,85,41,51,Yes
800675,medio_alto,alto,medio_bajo,bajo,alto,alto,medio_alto,medio_bajo,bajo,medio,70,70,55,70,26,56,15,77,32,20,4,48,No
800676,medio,alto,medio_alto,alto,medio,alto,bajo,medio_bajo,medio_alto,bajo,49,52,30,70,85,74,46,55,61,15,19,65,Yes
800677,medio,alto,alto,bajo,bajo,medio,medio,medio,alto,alto,44,30,70,51,85,66,15,43,85,51,28,50,No
800678,medio,bajo,medio,medio_alto,medio,alto,bajo,medio_bajo,medio_alto,medio,30,43,30,30,78,85,83,85,77,15,14,76,Yes
800679,bajo,medio,medio_alto,medio,medio,medio_alto,medio,bajo,medio,medio_bajo,65,41,70,50,70,33,58,40,46,15,81,73,Yes
800680,alto,medio_alto,medio,medio_bajo,medio,bajo,medio,bajo,alto,medio_bajo,30,58,30,70,85,15,59,80,64,28,30,48,No
800681,medio,bajo,medio,medio,medio,medio,medio_bajo,bajo,medio_alto,medio_bajo,37,30,63,70,54,61,85,58,73,25,81,85,Yes
800682,medio_bajo,alto,medio_bajo,medio_bajo,medio,medio_bajo,medio,medio_bajo,medio,medio_alto,30,30,70,31,60,53,15,34,49,81,1,52,Yes
800683,alto,medio_bajo,medio,medio_bajo,bajo,medio,medio,alto,alto,medio_alto,70,70,58,70,15,63,15,59,55,46,78,16,Yes
800684,medio,medio_bajo,bajo,medio_bajo,medio_alto,medio,medio,alto,bajo,medio_bajo,39,58,57,30,74,42,85,23,85,55,90,85,Yes
800685,medio_alto,medio_alto,medio,alto,medio_alto,medio_bajo,medio,medio,bajo,bajo,39,30,33,70,37,53,75,52,17,71,45,31,Yes
800686,medio,medio,alto,medio,medio_alto,bajo,alto,medio_bajo,medio_bajo,bajo,50,70,51,51,85,36,54,15,37,85,29,46,No
800687,medio_bajo,bajo,medio_alto,medio_alto,medio_alto,medio,bajo,medio_bajo,medio_bajo,bajo,41,70,70,70,85,27,85,43,78,49,3,37,No
800688,medio,medio,medio_alto,alto,medio_bajo,bajo,medio_bajo,medio_alto,medio_bajo,alto,44,60,70,30,49,17,53,28,85,34,41,71,No
800689,medio,medio_bajo,bajo,medio_bajo,bajo,bajo,bajo,bajo,medio_alto,medio_alto,30,62,70,39,15,61,67,68,84,51,75,31,Yes
800690,bajo,bajo,alto,medio_alto,medio_bajo,alto,medio_alto,medio,medio_alto,bajo,35,30,34,70,83,15,15,15,15,66,94,75,No
800691,medio_bajo,bajo,bajo,medio,medio_alto,alto,medio,bajo,medio_bajo,alto,30,30,70,59,61,78,73,85,20,17,19,53,Yes
800692,alto,medio,medio_alto,medio_bajo,medio_bajo,bajo,medio,bajo,bajo,medio_alto,64,30,70,66,85,27,25,62,79,35,52,71,Yes
800693,medio,alto,alto,medio,medio_alto,medio_bajo,bajo,bajo,bajo,alto,70,38,68,30,46,62,60,15,49,42,32,53,No
800694,medio_alto,alto,medio_alto,alto,medio_alto,bajo,medio_alto,alto,medio,alto,38,70,30,30,15,85,74,19,85,78,64,85,No
800695,bajo,bajo,medio_bajo,alto,medio_bajo,medio,alto,medio_alto,medio,medio,30,30,59,70,61,49,37,15,15,67,43,42,No
800696,alto,alto,bajo,medio,medio_bajo,medio_alto,medio_bajo,alto,bajo,bajo,70,38,58,30,18,55,40,73,73,77,69,33,Yes
800697,bajo,medio_bajo,bajo,alto,medio_alto,medio,alto,alto,medio,bajo,52,47,69,69,47,51,24,18,39,65,61,83,No
800698,medio_bajo,medio_alto,medio,medio,medio_alto,medio_bajo,alto,bajo,bajo,medio,46,30,70,30,34,35,77,25,45,80,20,27,No
800699,medio,medio,bajo,medio_alto,medio_bajo,alto,bajo,medio,medio_bajo,medio,70,30,70,70,48,15,25,27,70,37,45,15,Yes
800700,medio_alto,bajo,bajo,medio_alto,bajo,medio,alto,medio_bajo,medio,medio_alto,70,70,30,30,23,85,85,57,85,80,51,49,No
800701,medio_bajo,medio_alto,alto,bajo,medio,medio_bajo,medio,alto,medio_bajo,medio_alto,30,35,31,30,73,18,57,55,60,53,15,58,No
800702,bajo,medio,medio,alto,medio,bajo,medio_bajo,bajo,alto,bajo,63,70,44,45,15,38,63,85,18,24,11,55,No
800703,alto,alto,medio_bajo,medio_alto,medio_alto,bajo,bajo,medio,medio_alto,medio_bajo,56,70,46,35,85,45,85,31,16,39,17,70,Yes
800704,medio,bajo,medio,alto,medio_alto,medio_alto,medio_alto,medio_bajo,medio_bajo,medio,70,30,70,68,85,17,29,85,85,80,12,15,No
800705,alto,medio_alto,medio_bajo,medio,medio_bajo,medio_alto,medio_alto,bajo,medio,medio,70,30,70,56,15,15,15,76,31,85,53,15,No
800706,medio_alto,medio,medio,medio,alto,bajo,alto,alto,medio,bajo,30,30,70,70,38,61,76,55,85,84,70,85,No
800707,medio_bajo,medio,medio_alto,bajo,medio_bajo,medio,bajo,bajo,alto,bajo,30,30,30,45,69,81,54,71,85,15,14,65,Yes
800708,medio_bajo,alto,medio_bajo,alto,bajo,alto,medio,bajo,medio,alto,42,70,70,70,15,54,21,84,53,81,33,33,Yes
800709,alto,medio_alto,medio,medio,medio_alto,bajo,bajo,alto,medio_bajo,medio_bajo,70,65,70,55,85,19,73,19,16,39,56,85,Yes
800710,medio,medio_alto,alto,medio_alto,alto,bajo,medio_bajo,medio,medio_alto,alto,50,70,31,65,85,44,15,40,85,85,55,21,No
800711,medio,medio_alto,medio_bajo,medio_alto,medio,medio_bajo,bajo,medio_alto,bajo,medio,59,70,47,30,25,85,23,37,70,58,80,42,No
800712,medio_alto,medio,bajo,medio_bajo,alto,medio_alto,alto,medio_alto,medio,bajo,49,30,70,70,22,43,40,85,75,31,49,15,Yes
800713,medio_alto,medio,bajo,medio_bajo,medio_alto,bajo,medio,medio_alto,medio_bajo,medio_bajo,70,30,30,70,37,41,42,53,33,85,8,15,Yes
800714,medio_alto,alto,medio_alto,medio,alto,bajo,bajo,medio,medio,bajo,42,31,30,70,33,15,83,85,24,15,93,78,No
800715,bajo,bajo,alto,medio,bajo,medio_bajo,medio,medio_bajo,medio,medio_bajo,30,70,70,70,45,15,33,71,49,15,48,65,No
800716,medio,medio,medio,medio,medio_alto,medio_bajo,bajo,medio_bajo,medio_alto,medio_alto,70,70,56,47,81,52,84,85,58,57,60,65,Yes
800717,medio,medio_alto,medio_bajo,bajo,bajo,medio_bajo,bajo,medio_alto,medio_bajo,medio,30,70,30,30,33,74,15,81,31,85,24,84,Yes
800718,medio,alto,medio_alto,medio_alto,medio_alto,alto,medio_alto,bajo,bajo,medio_alto,62,70,30,70,42,15,85,85,85,33,97,47,Yes
800719,medio,bajo,medio,medio_alto,medio,medio_bajo,alto,medio_alto,alto,bajo,36,49,70,70,32,15,85,85,39,48,50,85,Yes
800720,medio_bajo,medio,alto,bajo,alto,medio,medio_alto,medio_alto,medio_alto,alto,40,30,55,30,57,34,43,64,65,15,48,56,Yes
800721,medio_bajo,medio_alto,medio_bajo,medio_alto,bajo,alto,medio,bajo,medio_alto,medio_alto,30,70,70,30,45,40,57,26,44,20,100,56,Yes
800722,medio_alto,bajo,medio_alto,medio_alto,medio_alto,medio_alto,medio_alto,medio,alto,alto,30,45,32,37,73,85,19,24,21,61,10,61,Yes
800723,medio,medio_alto,medio_bajo,alto,medio_bajo,alto,medio_alto,medio,medio_bajo,medio_bajo,70,48,62,70,39,69,15,24,56,81,46,22,No
800724,medio,alto,medio,medio_alto,bajo,medio,medio_alto,bajo,alto,medio_bajo,53,70,30,70,15,26,15,71,52,53,33,66,Yes
800725,medio_alto,medio_bajo,medio_bajo,alto,medio_bajo,medio,bajo,medio,medio,alto,36,31,70,70,29,74,85,85,45,31,33,29,No
800726,bajo,medio,bajo,medio_alto,alto,medio_alto,medio_alto,medio_alto,medio_bajo,medio,49,37,49,65,34,32,15,36,39,22,10,61,No
